signal,param,value,arch,seed,N_sens,mean_amp_corr,mean_freq_corr,mean_plv,mean_phase_deg,rmse_o1_g,rmse_ref_o1,rmse_ref_g,conv_threshold_time_s,conv_settle_time_s,conv_reached_threshold,steady_err_o1_g,sim_time_s,sim_python_peak_mem_mb,sim_rss_peak_delta_mb,train_time_s
lorenz,ridge_lambda_rec,0.0001,PC-EC,2,540,0.9983358440480375,0.9899339955534329,0.9986051485618269,1.838290938370817,0.01597716142382038,0.3992645973533444,0.4018769326398826,0.538,29.685000000000002,True,0.03050556866120061,4.344994990000487,27.09916114807129,4.9453125,1.0426942829999462
lorenz,ridge_lambda_rec,0.0001,PC-SC,2,540,0.9994129482145326,0.9947812312010716,0.9994080315144919,1.0605762455561258,0.009293399898958684,0.3992645973533444,0.40091086507494794,0.529,29.681,True,0.01769608726645816,5.783339454999805,34.88347053527832,9.43359375,1.0426942829999462
lorenz,ridge_lambda_rec,0.01,PC-EC,0,540,0.9951814173509833,0.972118467839532,0.9964589792356935,3.179840160667437,0.0261674434679048,0.27426282284615766,0.27565514553862525,22.252,30.0,True,0.06527600129558654,4.227752662000057,25.546052932739258,5.27734375,1.0680147309994936
lorenz,ridge_lambda_rec,0.01,PC-SC,0,540,0.9992942894004734,0.9950362981917076,0.999396608660366,1.1463420706310994,0.009653261969352641,0.27426282284615766,0.27498856895405516,0.531,30.0,True,0.023992204667466075,5.912992221999957,34.58211421966553,10.48828125,1.0680147309994936
lorenz,ridge_lambda_rec,0.01,PC-EC,1,540,0.9994684875507832,0.8686566128885876,0.9996199197543016,1.1076821546604858,0.009230928316643865,0.384253708242322,0.38554398195284045,0.529,30.0,True,0.018053768380940124,4.2578290149995155,27.465944290161133,5.51171875,1.0808055729994521
lorenz,ridge_lambda_rec,0.01,PC-SC,1,540,0.9972949101788098,0.8617040041030813,0.9982770775603691,2.5449876222314702,0.021080774974860158,0.384253708242322,0.3867440367456353,0.548,30.0,True,0.04126812789521418,5.765044482999656,33.069475173950195,8.78515625,1.0808055729994521
lorenz,ridge_lambda_rec,0.01,PC-EC,2,540,0.7129211177415247,0.678732247335267,0.9997810124552448,4.771382761479484,0.003824806136658326,0.3752010625712522,0.37526376122479566,0.537,1.085,True,0.006562298457388221,4.189357764000306,26.555559158325195,4.5078125,1.0149294620005094
lorenz,ridge_lambda_rec,0.01,PC-SC,2,540,0.7016228596979045,0.6149916943482133,0.9997628004728528,2.744203607261765,0.0024533931994948116,0.3752010625712522,0.37524685596040525,0.529,1.074,True,0.004176585640750255,5.808253520001017,34.71084022521973,9.30078125,1.0149294620005094
lorenz,ridge_lambda_rec,0.1,PC-EC,0,540,0.9239786990149513,0.9356901179409453,0.9996754135848075,9.42418840782565,0.010210391772245725,0.37643947753539214,0.37658998314282144,0.859,1.03,True,0.01789256148461991,4.220992234000732,25.837037086486816,4.48828125,1.0188889740002196
lorenz,ridge_lambda_rec,0.1,PC-SC,0,540,0.9581647993052971,0.9665666082560035,0.999819957259389,3.4174112573533697,0.003948111549217064,0.37643947753539214,0.37653931563305815,0.531,1.018,True,0.00691595674323722,5.861557435000577,34.78151035308838,9.625,1.0188889740002196
lorenz,ridge_lambda_rec,0.1,PC-EC,1,540,0.9995708356548803,0.9974848330272211,0.9995885381556197,1.0791686471115711,0.008195361642382982,0.35440207960952963,0.3552719564994,0.529,29.316,True,0.016773285644065643,4.3057986779986095,27.52463722229004,5.3359375,1.0278129590005847
lorenz,ridge_lambda_rec,0.1,PC-SC,1,540,0.9978352486203744,0.9875151881229346,0.9980549266812232,2.4762485205448392,0.018675747157360065,0.35440207960952963,0.355915353863209,0.544,29.328,True,0.03824865729951166,5.74051675499868,32.95244026184082,8.88671875,1.0278129590005847
lorenz,ridge_lambda_rec,0.1,PC-EC,2,540,0.9022287817792595,0.9698233812263792,0.9996604163217073,4.821400372426119,0.003823496003384436,0.37550115971702797,0.3754381849344957,0.537,1.077,True,0.006630997138264836,4.432933109001169,27.026796340942383,5.0234375,1.0148546660002467
lorenz,ridge_lambda_rec,0.1,PC-SC,2,540,0.898349856754537,0.966020099214096,0.9997218899159259,2.7712588396822517,0.0024529863552647147,0.37550115971702797,0.37547125523071495,0.529,1.063,True,0.004277958456963314,5.828952850999485,34.87919807434082,9.453125,1.0148546660002467
lorenz,ridge_lambda_e,0.0001,PC-EC,0,540,0.9951814173509833,0.972118467839532,0.9964589792356935,3.179840160667437,0.0261674434679048,0.27426282284615766,0.27565514553862525,22.252,30.0,True,0.06527600129558654,4.333439617999829,25.546052932739258,3.50390625,1.0680147309994936
lorenz,ridge_lambda_e,0.0001,PC-SC,0,540,0.999297853646174,0.9951164229832017,0.9994022692975048,1.146683865574456,0.009638628005153556,0.27426282284615766,0.2749881314536379,0.531,30.0,True,0.023953712807640637,5.903207968000061,34.57949161529541,8.6953125,1.0680147309994936
lorenz,ridge_lambda_e,0.0001,PC-EC,1,540,0.9994684875507832,0.8686566128885876,0.9996199197543016,1.1076821546604858,0.009230928316643865,0.384253708242322,0.38554398195284045,0.529,30.0,True,0.018053768380940124,4.369841851999809,27.466005325317383,3.53125,1.0808055729994521
lorenz,ridge_lambda_e,0.0001,PC-SC,1,540,0.9972981885639643,0.8615384749385742,0.9982701132336943,2.5442859203072796,0.021066289752128486,0.384253708242322,0.3867440097053845,0.548,30.0,True,0.04122937168944809,5.771361093999076,33.121355056762695,7.02734375,1.0808055729994521
lorenz,ridge_lambda_e,0.0001,PC-EC,2,540,0.7129211177415247,0.678732247335267,0.9997810124552448,4.771382761479484,0.003824806136658326,0.3752010625712522,0.37526376122479566,0.537,1.085,True,0.006562298457388221,4.203152881000278,26.587517738342285,2.71484375,1.0149294620005094
lorenz,ridge_lambda_e,0.0001,PC-SC,2,540,0.7060869664298872,0.6151954838145465,0.9997658670304282,2.744379529754399,0.002448564255291128,0.3752010625712522,0.37524659995619214,0.529,1.074,True,0.004162573960652474,5.811221513999044,34.82182502746582,7.5703125,1.0149294620005094
lorenz,ridge_lambda_e,0.01,PC-EC,0,540,0.9951814173509833,0.972118467839532,0.9964589792356935,3.179840160667437,0.0261674434679048,0.27426282284615766,0.27565514553862525,22.252,30.0,True,0.06527600129558654,4.227752662000057,25.546052932739258,5.27734375,1.0680147309994936
lorenz,ridge_lambda_e,0.01,PC-SC,0,540,0.9992942894004734,0.9950362981917076,0.999396608660366,1.1463420706310994,0.009653261969352641,0.27426282284615766,0.27498856895405516,0.531,30.0,True,0.023992204667466075,5.912992221999957,34.58211421966553,10.48828125,1.0680147309994936
lorenz,ridge_lambda_e,0.01,PC-EC,1,540,0.9994684875507832,0.8686566128885876,0.9996199197543016,1.1076821546604858,0.009230928316643865,0.384253708242322,0.38554398195284045,0.529,30.0,True,0.018053768380940124,4.2578290149995155,27.465944290161133,5.51171875,1.0808055729994521
lorenz,ridge_lambda_e,0.01,PC-SC,1,540,0.9972949101788098,0.8617040041030813,0.9982770775603691,2.5449876222314702,0.021080774974860158,0.384253708242322,0.3867440367456353,0.548,30.0,True,0.04126812789521418,5.765044482999656,33.069475173950195,8.78515625,1.0808055729994521
lorenz,ridge_lambda_e,0.01,PC-EC,2,540,0.7129211177415247,0.678732247335267,0.9997810124552448,4.771382761479484,0.003824806136658326,0.3752010625712522,0.37526376122479566,0.537,1.085,True,0.006562298457388221,4.189357764000306,26.555559158325195,4.5078125,1.0149294620005094
lorenz,ridge_lambda_e,0.01,PC-SC,2,540,0.7016228596979045,0.6149916943482133,0.9997628004728528,2.744203607261765,0.0024533931994948116,0.3752010625712522,0.37524685596040525,0.529,1.074,True,0.004176585640750255,5.808253520001017,34.71084022521973,9.30078125,1.0149294620005094
lorenz,ridge_lambda_e,0.1,PC-EC,0,540,0.9951814173509833,0.972118467839532,0.9964589792356935,3.179840160667437,0.0261674434679048,0.27426282284615766,0.27565514553862525,22.252,30.0,True,0.06527600129558654,4.33973552200041,25.578133583068848,2.51953125,1.0680147309994936
lorenz,ridge_lambda_e,0.1,PC-SC,0,540,0.9992927180930643,0.9949520554169515,0.9993926217667369,1.1499623766204368,0.009669389820235371,0.27426282284615766,0.2749915583186255,0.531,30.0,True,0.02403722822930839,5.8333865360000345,34.599260330200195,7.73046875,1.0680147309994936
